Journal_title,ISSN,2012,2013,2014,2015,2016,2017,2018
Physical Separation in Science and Engineering,14786478,NA,3.962,NA,NA,NA,NA,NA
Physics of Life Reviews,15710645,3.751,2.886,3.721,3.539,4.018,4.02,4.45
Physics of the Dark Universe,22126864,NA,2.232,NA,NA,NA,NA,NA
Physics Reports,03701573,10.952,11.556,10.47,8.231,7.275,7.956,8.921
Physiological Reviews,00319333,9.912,10.192,9.562,9.724,9.288,8.706,7.232
Physiology,15489213,2.522,NA,NA,NA,NA,NA,NA
Phytotaxa,11793155,9.519,NA,NA,NA,NA,NA,NA
Plainsong and Medieval Music,09611371,NA,NA,NA,NA,NA,2.332,NA
Planning Theory,14730952,NA,NA,NA,NA,NA,2.229,2.196
Plant Cell,10404651,NA,2.267,NA,NA,NA,NA,NA
"Plastics, Additives and Compounding",1464391X,2.404,NA,NA,NA,NA,NA,NA
PLoS Biology,15449173,2.636,2.54,2.304,NA,NA,NA,NA
PLoS Medicine,15491277,4.221,3.843,3.739,3.818,3.845,3.299,3.356
PMLA,00308129,2.521,NA,NA,NA,2.347,NA,NA
Poetics Today,03335372,NA,2.545,NA,NA,NA,NA,NA
Polish Geological Institute Special Papers,15079791,NA,NA,5.538,NA,NA,NA,NA
Political Analysis,10471987,NA,2.778,3.799,4.412,2.744,2.196,2.259
Political Communication,10584609,2.385,NA,NA,NA,NA,NA,NA
Political Geography,09626298,NA,NA,2.189,NA,NA,NA,NA
Political Psychology,0162895X,NA,NA,NA,NA,NA,2.207,2.536
Political Theory,00905917,NA,NA,NA,2.387,2.294,2.137,NA
Politics and Society,00323292,2.549,NA,2.318,NA,NA,NA,NA
"Politics, Philosophy and Economics",1470594X,NA,NA,NA,2.278,NA,NA,NA
Polymer Reviews,15583724,2.872,2.577,2.704,2.83,NA,2.411,2.21
Population and Development Review,00987921,2.55,3.262,2.731,2.603,2.647,2.995,2.349
Portal: Libraries and the Academy,15312542,NA,NA,2.241,3.303,3.107,NA,NA
Post-Soviet Affairs,1060586X,NA,NA,2.278,NA,2.666,2.939,2.204
Postharvest Biology and Technology,09255214,2.424,2.532,NA,2.265,2.139,NA,2.194
"Practical Assessment, Research and Evaluation",15317714,NA,NA,2.33,4.677,3.562,3.378,2.81
Precision Engineering,01416359,3.154,2.895,2.403,NA,2.176,NA,NA
Prehled Vyzkumu,12117250,NA,NA,NA,NA,NA,NA,2.177
"Preservation, Digital Technology and Culture",21952965,NA,NA,NA,2.401,NA,NA,NA
Preslia,00327786,NA,NA,NA,NA,NA,2.309,NA
Probability Surveys,15495787,NA,NA,2.21,3.203,2.3,2.922,NA
Probability Theory and Related Fields,01788051,NA,NA,NA,NA,NA,NA,2.324
Proceedings of the Combustion Institute,15407489,3.082,3.442,2.952,2.615,2.697,2.961,2.469
Proceedings of the IEEE,00189219,6.7,5.77,5.124,4.218,3.761,4.047,4.677
Proceedings of the National Academy of Sciences of the United States of America,00278424,2.695,2.721,2.712,2.664,2.652,2.652,2.539
Progress in Aerospace Sciences,03760421,6.364,3.948,4.071,4.198,3.679,4.798,4.986
Progress in Artificial Intelligence,21926352,NA,3.042,NA,NA,NA,NA,NA
Progress in Biomaterials,21940509,NA,NA,NA,NA,NA,NA,4.599
Progress in Crystal Growth and Characterization of Materials,09608974,2.838,NA,NA,NA,3.088,NA,NA
Progress in Electromagnetics Research,10704698,2.175,NA,NA,NA,NA,NA,NA
Progress in Energy and Combustion Science,03601285,12.204,12.758,11.72,10.047,9.152,9.433,10.912
Progress in Fractional Differentiation and Applications,23569336,NA,NA,NA,NA,4.329,2.79,2.45
Progress in Histochemistry and Cytochemistry,00796336,2.258,NA,NA,NA,NA,NA,NA
Progress in Human Geography,03091325,3.175,3.457,4.086,4.246,3.318,3.941,3.747
Progress in Lipid Research,01637827,3.227,3.612,3.75,3.231,3.309,2.652,3.121
Progress in Materials Science,00796425,11.056,12.415,14.556,14.872,13.353,11.667,9.208
Progress in Medicinal Chemistry,00796468,NA,NA,2.205,NA,NA,NA,NA
Progress in Neurobiology,03010082,2.774,2.815,2.937,3.272,3.541,3.4,2.543
Progress in Nuclear Magnetic Resonance Spectroscopy,00796565,3.014,2.48,2.505,3.242,2.928,2.424,2.352
Progress in Particle and Nuclear Physics,01466410,5.812,NA,NA,2.238,5.531,4.786,4.225
Progress in Photovoltaics: Research and Applications,10627995,4.966,5.774,4.077,3.396,2.641,2.166,2.413
Progress in Planning,03059006,2.221,2.508,3.406,2.123,4.384,3.458,3.664
Progress in Polymer Science,00796700,12.075,12.109,11.104,9.091,7.768,7.404,6.302
Progress in Quantum Electronics,00796727,4.435,4.87,3.113,3.304,4.84,5.017,3.461
Progress in Retinal and Eye Research,13509462,3.888,4.194,3.637,3.82,3.667,3.978,4.052
Progress in Solid State Chemistry,00796786,2.518,5.498,5.58,NA,2.89,3.01,4.267
Progress in Surface Science,00796816,2.875,2.198,2.56,2.737,2.748,2.712,2.536
Progress of Theoretical and Experimental Physics,,NA,2.507,NA,NA,NA,NA,NA
Psychoanalysis and history,14608235,NA,3.108,NA,NA,NA,NA,NA
Psychological Bulletin,00332909,7.828,8.231,7.53,7.276,8.349,8.279,8.234
Psychological Inquiry,1047840X,NA,NA,NA,NA,NA,3.795,6.993
Psychological Methods,1082989X,2.925,3.639,5.099,4.999,3.778,3.196,4.431
Psychological Review,0033295X,4.326,4.759,4.225,3.402,3.108,3.486,3.352
Psychological Science,09567976,2.631,2.762,2.647,2.632,2.877,3.01,2.637
"Psychological Science in the Public Interest, Supplement",15291006,10.019,11.728,12.287,12.308,12.764,11.827,8.299
"Psychology, Public Policy, and Law",10768971,2.629,2.232,NA,NA,NA,NA,NA
Psychometrika,00333123,2.302,NA,NA,2.128,NA,NA,NA
Psychotherapy and Psychosomatics,00333190,NA,NA,NA,NA,2.36,2.828,3.546
Public Administration Review,00333352,NA,NA,NA,2.368,2.184,2.286,2.857
Public Archaeology,14655187,7.539,NA,NA,NA,NA,NA,NA
Public Culture,08992363,2.332,2.553,NA,2.309,NA,NA,NA
Public Opinion Quarterly,0033362X,NA,2.39,2.415,NA,NA,NA,2.26
Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,00738301,3.034,2.334,4.488,5.04,4.059,2.751,3.448
Publications of the Astronomical Society of the Pacific,00046280,NA,NA,NA,NA,2.374,NA,NA
Qualitative Research,14687941,2.238,NA,2.326,2.441,2.657,2.398,2.231
Qualitative Research in Psychology,14780887,NA,NA,NA,NA,NA,NA,2.116
Quantitative Economics,17597323,NA,NA,2.585,NA,NA,NA,NA
Quarterly Journal of Economics,00335533,6.328,7.26,7.553,7.652,7.051,8.641,8.797
Quarterly Journal of International Agriculture,00498599,NA,NA,NA,NA,NA,NA,2.24
Quarterly Journal of the Royal Meteorological Society,00359009,NA,NA,2.386,NA,NA,NA,NA
Quarterly Review of Biology,00335770,3.051,2.405,NA,NA,NA,NA,NA
Quarterly Reviews of Biophysics,00335835,3.006,3.405,3.267,2.19,NA,NA,NA
R and D Management,00336807,2.183,NA,NA,NA,NA,NA,NA
Radical Philosophy,0300211X,NA,NA,NA,NA,2.681,NA,2.466
Radiocarbon,00338222,2.654,NA,NA,2.39,2.987,NA,NA
Radiographics,02715333,2.952,2.888,2.712,2.223,2.564,2.322,2.721
Radiology,00338419,2.846,2.948,2.994,2.762,2.816,2.612,2.651
RAND Journal of Economics,07416261,2.2,2.473,2.273,NA,NA,NA,NA
Reading Research Quarterly,00340553,3.631,2.816,3.398,2.536,3.025,2.579,2.301
Real Estate Economics,10808620,NA,2.221,NA,NA,NA,NA,NA
Real-Time Systems,09226443,NA,NA,NA,NA,NA,2.196,NA
ReCALL,09583440,NA,2.243,NA,NA,NA,2.217,NA
Redox Biology,22132317,NA,NA,NA,NA,NA,NA,2.209
Regenerative Biomaterials,20563418,NA,NA,NA,NA,NA,2.133,3.128
Regional Studies,00343404,NA,NA,NA,NA,NA,2.255,NA
Regulation and Governance,17485983,NA,NA,NA,NA,2.545,2.449,NA
Reliability Engineering and System Safety,09518320,2.962,2.849,2.631,2.338,2.377,2.472,2.436
Remote Sensing of Environment,00344257,3.635,2.966,3.456,3.026,2.981,2.592,2.961
Renewable and Sustainable Energy Reviews,13640321,3.837,3.885,3.737,3.35,3.526,3.612,3.694
Renewable Energy,09601481,2.682,2.699,2.588,NA,NA,NA,NA
Reports on Progress in Physics,00344885,6.635,5.866,6.435,6.259,5.84,5.483,5.8
Representations,07346018,NA,NA,NA,2.153,NA,NA,NA
Requirements Engineering,09473602,2.486,3.079,2.898,2.229,2.311,2.172,2.789
"Research in Engineering Design - Theory, Applications, and Concurrent Engineering",09349839,3.159,2.541,2.468,NA,NA,NA,NA
Research in Higher Education,03610365,2.203,NA,2.232,2.208,NA,NA,2.421
Research in Mathematical Sciences,25220144,NA,NA,NA,NA,2.411,NA,NA
Research in Organizational Behavior,01913085,NA,NA,NA,NA,NA,2.142,2.296
Research Journal of Toxins,18193560,3.495,NA,NA,NA,NA,NA,NA
Research on Language and Computation,15707075,NA,2.325,NA,NA,NA,NA,NA
Research on Language and Social Interaction,08351813,3.021,2.81,2.45,3.361,2.188,NA,NA
Research Policy,00487333,3.029,3.066,3.095,3.225,3.333,3.368,2.949
Research Synthesis Methods,17592879,3.716,5.007,NA,NA,2.128,2.264,NA
"Resources, Conservation and Recycling",09213449,NA,2.213,NA,NA,NA,NA,2.258
Results in Physics,,2.803,NA,NA,NA,NA,NA,NA
Review of Communication Research,,NA,NA,NA,NA,NA,NA,2.737
Review of Economic Studies,00346527,3.556,3.587,3.423,4.154,4.569,3.658,3.705
Review of Economics and Statistics,00346535,3.407,3.466,3.346,3.84,3.962,3.64,3.084
Review of Educational Research,00346543,4.96,5.846,8.806,6.26,6.772,7.022,7.824
Review of Environmental Economics and Policy,17506816,NA,2.934,3.102,2.225,2.135,2.585,2.538
Review of European Studies,19187173,NA,NA,NA,NA,2.771,NA,NA
Review of Finance,15723097,NA,2.351,NA,2.381,2.267,NA,NA
Review of Financial Studies,08939454,4.797,4.167,3.665,3.504,3.771,4.195,4.017
Review of Higher Education,01625748,NA,NA,NA,2.218,NA,NA,NA
Review of International Organizations,15597431,NA,NA,NA,NA,2.193,2.79,NA
Review of International Political Economy,09692290,NA,NA,NA,NA,NA,2.207,NA
Review of Keynesian Economics,20495323,NA,2.861,NA,NA,NA,NA,NA
Review of Research in Education,0091732X,2.638,3.623,3.117,3.487,4.385,NA,NA
Review of Symbolic Logic,17550203,NA,NA,2.431,NA,NA,NA,NA
Reviews in American History,00487511,2.193,NA,NA,NA,NA,NA,NA
Reviews in Aquaculture,17535123,3.077,NA,NA,NA,3.023,NA,2.372
Reviews in Environmental Science and Biotechnology,15691705,NA,NA,NA,NA,2.483,2.347,2.212
Reviews in Fisheries Science and Aquaculture,23308249,NA,NA,NA,NA,NA,2.262,2.244
Reviews in Physics,,NA,NA,NA,NA,NA,NA,2.41
Reviews of Environmental Contamination and Toxicology,01795953,NA,NA,NA,NA,NA,2.76,4.233
Reviews of Geophysics,87551209,6.352,5.951,4.969,5.921,5.816,5.913,5.989
Reviews of Modern Physics,00346861,22.841,17.522,17.112,14.622,14.704,14.942,14.721
Reviews of Physiology Biochemistry and Pharmacology,03034240,NA,NA,NA,NA,2.26,NA,2.189
Revista Internacional de Ciencias Podologicas,18877249,NA,NA,NA,NA,4.0,NA,NA
Revstat Statistical Journal,16456726,NA,NA,NA,2.109,NA,NA,NA
Revue de Qumran,00351725,5.241,NA,NA,NA,NA,3.291,NA
RIMA: Review of Indonesian and Malaysian Affairs,08157251,NA,NA,NA,NA,NA,2.775,NA
RISTI - Revista Iberica de Sistemas e Tecnologias de Informacao,16469895,NA,NA,NA,NA,4.692,NA,NA
Robotics and Autonomous Systems,09218890,2.213,2.372,NA,NA,NA,NA,2.167
Robotics and Computer-Integrated Manufacturing,07365845,2.919,3.024,3.384,3.019,2.725,2.706,2.808
Rock Mechanics and Rock Engineering,07232632,NA,2.239,2.352,2.097,2.333,NA,2.264
Russian Chemical Reviews,0036021X,NA,NA,NA,2.32,2.43,NA,2.168
Russian Journal of Mathematical Physics,10619208,NA,2.259,NA,NA,NA,NA,NA
Safety Science,09257535,NA,NA,2.258,NA,NA,NA,2.251
SAGE Open Medicine,20503121,NA,NA,NA,NA,2.21,NA,NA
"Scandinavian Journal of Work, Environment and Health, Supplement",03566528,NA,2.388,5.471,NA,NA,NA,NA
Schizophrenia Bulletin,05867614,2.798,2.649,2.487,2.302,NA,NA,2.206
School Library Media Research,15234320,NA,NA,NA,NA,NA,2.19,NA
Science,00368075,8.021,7.72,8.05,7.534,7.633,7.334,7.311
Science advances,,NA,NA,NA,NA,2.93,3.455,3.17
Science Education,00368326,2.184,3.211,2.908,NA,NA,2.346,NA
"Science Reports of the Tohoku University, Series 7: Geography",03757854,NA,NA,2.714,NA,NA,NA,NA
Science Robotics,,NA,NA,NA,NA,NA,3.134,4.738
Science Technology and Human Values,01622439,NA,2.533,NA,NA,NA,2.49,NA
Science Translational Medicine,19466234,2.671,3.19,3.386,3.533,3.287,3.387,2.99
Scientia Agricultura Sinica,05781752,NA,3.317,NA,NA,NA,NA,NA
Scientific data,,NA,NA,NA,NA,2.124,2.389,2.629
Scientific Studies of Reading,10888438,NA,NA,NA,NA,NA,2.313,NA
Security Dialogue,09670106,NA,NA,NA,NA,2.348,2.18,NA
Seismic Isolation and Protective Systems,21507902,NA,2.489,NA,NA,NA,NA,NA
Semantic Web,15700844,6.571,5.005,5.811,3.47,2.65,3.797,4.754
Semantic Web and Information Systems,15526283,9.574,NA,NA,NA,2.138,NA,NA
Seminars in Arthritis and Rheumatism,00490172,2.161,NA,NA,NA,NA,NA,NA
Seminars in Cancer Biology,1044579X,NA,NA,2.349,2.535,NA,2.233,NA
Seminars in Immunology,10445323,NA,NA,NA,NA,2.298,NA,NA
Seminars in Liver Disease,02728087,2.379,2.921,NA,NA,NA,NA,NA
Seminars in Nuclear Medicine,00012998,2.331,NA,NA,NA,NA,NA,NA
Separation and Purification Reviews,15422119,NA,NA,2.282,NA,2.645,NA,NA
Settler Colonial Studies,2201473X,NA,2.373,NA,NA,NA,NA,NA
Sexual Abuse: Journal of Research and Treatment,10790632,NA,2.265,NA,NA,NA,NA,NA
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,10000747,NA,2.267,2.274,NA,NA,NA,NA
SIAM Journal on Computing,00975397,NA,NA,NA,NA,NA,NA,2.214
SIAM Journal on Imaging Sciences,19364954,5.37,3.338,2.285,2.194,NA,NA,NA
SIAM Journal on Optimization,10526234,2.642,2.59,2.404,2.358,2.169,NA,2.192
SIAM Review,00361445,10.209,5.964,4.969,4.02,3.491,4.738,6.034
SIGMOD Record,01635808,2.525,3.605,2.83,NA,NA,NA,NA
Signal Processing,01651684,2.378,2.244,NA,NA,NA,NA,NA
Signs,00979740,NA,NA,NA,2.191,2.485,NA,NA
Silence,1758907X,NA,NA,NA,3.03,NA,NA,NA
Simulation and Gaming,10468781,2.174,NA,NA,NA,NA,NA,NA
Singapore Dental Journal,03775291,NA,NA,NA,3.702,NA,2.139,NA
Sleep,01618105,2.151,NA,NA,NA,NA,NA,NA
Sleep Health,,NA,NA,NA,NA,NA,2.44,NA
Sleep Medicine Reviews,10870792,3.67,3.971,3.293,3.33,2.895,3.405,3.694
Slovenski Jezik,14082616,NA,NA,NA,NA,NA,NA,2.61
Small Business Economics,0921898X,NA,NA,NA,NA,NA,2.172,NA
Small Scale Digital Device Forensics Journal,19416164,NA,NA,2.253,4.468,2.796,NA,NA
Social Issues and Policy Review,17512395,NA,NA,NA,2.909,2.821,3.434,4.154
Social Networks,03788733,3.078,2.436,NA,2.458,NA,NA,NA
Social Politics,10724745,NA,NA,NA,2.105,NA,NA,2.137
Social Problems,00377791,2.229,NA,NA,NA,NA,NA,2.178
Social Psychology Quarterly,01902725,NA,NA,NA,NA,NA,2.147,NA
Social Studies of Science,03063127,2.368,2.22,2.447,2.598,2.707,2.248,NA
Socio-Economic Planning Sciences,00380121,NA,NA,2.203,NA,NA,NA,NA
Socio-Economic Review,14751461,2.202,NA,NA,2.211,NA,2.506,NA
Sociologia Ruralis,00380199,NA,NA,2.202,NA,NA,NA,NA
Sociological Methods and Research,00491241,NA,NA,NA,2.282,2.911,3.198,3.204
Sociological Review,00380261,NA,NA,NA,NA,NA,2.238,NA
Sociological Theory,07352751,3.316,4.1,2.848,3.119,2.129,2.33,2.192
Sociology,00380385,NA,2.308,2.492,2.502,2.277,2.287,2.118
Sociology of Education,00380407,2.335,2.977,NA,2.262,2.843,3.284,3.153
Sociology of Religion,10694404,NA,NA,NA,NA,NA,NA,2.348
Soft Robotics,21695172,NA,NA,NA,2.661,2.337,2.915,2.432
Software - Practice and Experience,00380644,NA,NA,2.208,NA,NA,NA,NA
Software and Systems Modeling,16191366,2.653,2.968,NA,NA,NA,NA,2.341
Software Testing Verification and Reliability,09600833,NA,NA,NA,2.862,NA,NA,NA
SoftwareX,,NA,NA,NA,NA,6.062,5.39,4.905
SOIL,21993971,NA,NA,NA,NA,2.873,2.734,NA
Soil and Tillage Research,01671987,2.285,NA,NA,NA,NA,NA,2.178
Soil Dynamics and Earthquake Engineering,02677261,2.43,NA,NA,NA,NA,NA,NA
Solar Energy,0038092X,2.527,2.835,2.668,NA,NA,NA,NA
Solar Energy Materials and Solar Cells,09270248,2.631,2.504,2.357,NA,NA,NA,NA
Solvent Extraction and Ion Exchange,07366299,2.177,NA,NA,NA,NA,NA,NA
South European Society and Politics,13608746,NA,NA,NA,NA,2.203,NA,NA
Space Research Journal,18193382,NA,NA,NA,NA,4.561,7.033,NA
Space Science Reviews,00386308,NA,2.323,2.723,2.739,2.577,2.682,2.612
SPE Production and Operations,19301855,NA,NA,2.25,NA,NA,NA,NA
SPE Reservoir Evaluation and Engineering,10946470,NA,NA,NA,2.219,NA,2.367,NA
Speculum,00387134,2.325,NA,NA,NA,NA,2.24,NA
Speech Communication,01676393,2.348,NA,NA,NA,NA,NA,NA
SPIE Reviews,19463251,NA,4.831,NA,NA,NA,NA,NA
"Sport, Exercise, and Performance Psychology",21573905,NA,NA,3.207,NA,NA,NA,NA
Sports Medicine,01121642,3.176,3.206,3.35,2.829,3.088,3.324,3.016
Stanford Law Review,00389765,2.848,2.432,2.6,2.572,2.921,2.861,2.611
Stata Journal,1536867X,2.279,NA,NA,NA,NA,NA,2.179
Statistical Methods in Medical Research,09622802,NA,NA,NA,NA,2.197,NA,NA
Statistical Science,08834237,NA,NA,NA,2.247,2.259,NA,NA
Statistics Surveys,19357516,4.926,6.491,2.663,2.288,NA,3.253,NA
Strategic Management Journal,01432095,3.335,3.58,3.2,3.266,3.43,3.648,3.263
Stroke,00392499,2.693,2.772,2.563,2.474,2.345,2.294,NA
Structural and Multidisciplinary Optimization,1615147X,2.431,2.315,NA,NA,NA,NA,NA
Structural Control and Health Monitoring,15452255,NA,2.305,NA,NA,NA,2.146,NA
Structural Equation Modeling,10705511,2.242,NA,NA,NA,NA,2.321,2.197
Structural Health Monitoring,14759217,NA,2.667,3.266,NA,NA,NA,NA
Structural Safety,01674730,3.516,3.183,2.665,2.251,2.305,2.559,NA
"Studia Historica, Historia Antigua",02132052,NA,NA,NA,NA,NA,NA,4.941
Studia Liturgica,00393207,NA,NA,2.217,NA,NA,NA,NA
Studies in Chinese Linguistics,10171274,NA,NA,NA,2.563,NA,NA,NA
"Studies in Ethics, Law, and Technology",19416008,NA,NA,NA,NA,5.189,NA,NA
Studies in French Cinema,14715880,2.178,NA,NA,NA,NA,NA,NA
Studies in Higher Education,03075079,NA,2.263,NA,NA,2.135,2.174,2.271
Studies in Mycology,01660616,3.93,4.713,6.486,8.481,8.569,7.56,4.972
Studies in Science Education,03057267,2.662,2.704,3.466,2.959,3.618,4.185,2.251
Studies in Second Language Acquisition,02722631,NA,NA,2.188,NA,NA,NA,NA
Studies in Slavic and General Linguistics,01690124,NA,NA,NA,NA,4.044,NA,NA
Studies in the Age of Chaucer,01902407,NA,NA,NA,NA,3.175,NA,NA
Suhayl,15769372,NA,3.67,NA,NA,NA,NA,NA
Supercomputing Frontiers and Innovations,24096008,NA,NA,NA,NA,2.583,NA,NA
Supply Chain Management,13598546,NA,NA,NA,2.486,NA,NA,NA
Surface Science Reports,01675729,6.645,7.003,7.485,3.519,3.87,5.51,6.058
Survey of Ophthalmology,00396257,2.724,3.235,3.009,2.902,2.454,2.348,2.192
Surveys in Approximation Theory,1555578X,NA,NA,NA,6.69,22.195,NA,NA
Surveys in Geophysics,01693298,NA,NA,NA,NA,NA,NA,2.192
Sustainable Materials and Technologies,22149937,NA,NA,NA,NA,3.529,3.457,3.06
Suvremena Lingvistika,05860296,NA,NA,NA,NA,2.532,NA,NA
Swarm and Evolutionary Computation,22106502,5.201,8.157,5.3,2.863,2.771,2.744,2.841
Swarm Intelligence,19353812,2.609,NA,2.979,NA,2.832,NA,NA
Swiss Journal of Palaeontology,16642376,NA,NA,NA,NA,2.153,NA,NA
Systematic Biology,10635157,4.086,4.845,4.761,5.374,2.671,2.744,2.83
Systematic Entomology,03076970,2.556,2.231,2.296,2.933,3.214,2.803,2.647
Systematic Reviews,20464053,NA,NA,2.289,NA,NA,NA,NA
Systems Science and Control Engineering,,NA,NA,2.394,NA,NA,NA,NA
Target,09241884,NA,NA,NA,2.271,NA,NA,2.161
Teaching and Learning Inquiry,,NA,NA,NA,NA,2.278,NA,NA
Teaching and Teacher Education,0742051X,NA,NA,2.187,2.494,2.441,2.216,NA
Technovation,01664972,2.581,2.415,2.717,2.321,2.181,2.41,2.582
Telematics and Informatics,07365853,NA,NA,NA,NA,NA,2.23,NA
Temenos,04971817,NA,NA,3.325,NA,NA,NA,NA
"Territory, Politics, Governance",21622671,NA,NA,2.451,NA,NA,NA,NA
TESOL Quarterly,00398322,NA,NA,NA,NA,NA,NA,2.197
Textile History,00404969,NA,NA,NA,NA,2.178,NA,NA
The BMJ,09598146,NA,2.495,3.39,3.18,3.125,3.311,3.65
The Gerontologist,00169013,NA,2.216,2.259,NA,2.17,2.225,NA
The International Journal of Transitional Justice,17527716,NA,NA,NA,2.718,2.259,NA,NA
The Journal of the American Academy of Orthopaedic Surgeons,1067151X,2.302,2.275,2.398,2.291,2.139,NA,NA
The Lancet,01406736,11.947,13.366,14.614,15.113,12.839,14.52,16.039
The Lancet Diabetes and Endocrinology,22138587,NA,NA,2.556,4.872,4.62,5.415,5.917
The Lancet Gastroenterology and Hepatology,24681253,NA,NA,NA,NA,NA,NA,3.755
The Lancet Global Health,2214109X,NA,NA,3.87,7.627,5.847,6.143,5.49
The Lancet Haematology,23523026,NA,NA,NA,NA,2.457,3.417,3.304
The Lancet HIV,,NA,NA,NA,2.387,2.454,3.281,3.719
The Lancet Infectious Diseases,14733099,6.536,6.79,7.688,7.078,6.691,6.341,6.047
The Lancet Neurology,14744422,9.039,8.763,8.039,8.166,8.63,9.494,8.651
The Lancet Oncology,14702045,8.955,8.902,8.905,9.43,9.825,9.875,9.244
The Lancet Planetary Health,,NA,NA,NA,NA,NA,NA,2.736
The Lancet Psychiatry,22150366,NA,NA,NA,2.679,4.695,4.338,5.038
The Lancet Public Health,,NA,NA,NA,NA,NA,NA,4.266
The Lancet Respiratory Medicine,22132600,NA,NA,3.231,4.83,5.1,5.777,6.032
The Philosophical Review,00318108,3.52,3.739,3.76,2.99,2.49,3.329,3.137
Theoretical Criminology,13624806,2.281,NA,2.198,2.267,NA,NA,NA
Theoretical Economics,15557561,NA,2.269,NA,NA,2.167,2.551,2.667
Theory and Practice of Logic Programming,14710684,NA,NA,NA,2.231,NA,NA,NA
Theory and Society,03042421,NA,NA,NA,NA,NA,2.507,NA
Theory of Computing,,NA,NA,NA,NA,2.195,NA,NA
"Theory, Culture and Society",02632764,2.287,NA,NA,NA,2.489,NA,NA
Therapeutic Advances in Drug Safety,20420986,NA,NA,NA,NA,NA,2.502,NA
Therapeutic Advances in Infectious Disease,20499361,NA,NA,NA,NA,NA,3.684,NA
Therapeutic Advances in Vaccines,20510136,NA,NA,NA,NA,3.28,2.751,NA
Thin-Walled Structures,02638231,2.625,2.595,NA,NA,NA,NA,NA
Thinking Skills and Creativity,18711871,NA,2.494,NA,NA,NA,NA,NA
Thorax,00406376,2.386,2.816,2.523,2.388,2.246,2.252,2.383
Thyroid,10507256,2.308,NA,NA,NA,NA,2.663,3.0
Tissue Engineering - Part B: Reviews,19373368,NA,NA,2.298,NA,NA,NA,NA
Tobacco Control,09644563,NA,NA,2.308,2.203,NA,NA,NA
Topics in Cognitive Science,17568757,2.185,NA,NA,NA,NA,NA,NA
Tourism Management,02615177,3.274,3.031,2.992,3.022,3.247,3.546,3.374
TrAC - Trends in Analytical Chemistry,01659936,NA,2.264,2.256,2.362,2.436,NA,2.22
Transactions of the American Entomological Society,00028320,NA,NA,NA,2.145,NA,NA,NA
Transactions of the American Philological Association,03605949,2.853,NA,NA,NA,NA,NA,2.144
Transactions of the Institute of British Geographers,00202754,3.171,3.071,3.266,3.064,2.299,NA,NA
Transactions of the Moscow Mathematical Society,00771554,2.174,NA,NA,NA,NA,NA,NA
Transactions of the Royal Historical Society,00804401,NA,NA,NA,NA,2.189,NA,NA
Transactions on Data Privacy,18885063,2.154,NA,NA,NA,NA,NA,NA
Translation and Literature,09681361,NA,NA,NA,NA,2.937,NA,NA
Transport Reviews,01441647,NA,NA,2.356,NA,2.329,2.641,2.788
Transportation Geotechnics,22143912,NA,NA,NA,NA,2.305,NA,NA
Transportation Research Part C: Emerging Technologies,0968090X,2.781,3.629,3.192,2.707,2.641,3.065,2.973
Transportation Research Part F: Traffic Psychology and Behaviour,13698478,2.3,NA,NA,NA,NA,NA,NA
"Transportation Research, Part A: Policy and Practice",09658564,2.624,2.829,2.577,NA,NA,2.248,2.269
"Transportation Research, Part E: Logistics and Transportation Review",13665545,2.431,2.914,2.409,NA,NA,NA,NA
"Transportation Research, Series B: Methodological",01912615,3.201,3.472,2.99,2.815,2.492,2.681,2.395
Transportation Science,00411655,2.457,2.908,2.363,2.575,2.383,2.695,2.205
Transportmetrica B,21680566,NA,NA,NA,2.529,NA,NA,NA
"Trauma, Violence, and Abuse",15248380,2.865,NA,2.264,2.744,NA,2.832,2.867
Travel Behaviour and Society,2214367X,NA,NA,NA,NA,2.442,NA,NA
Trends in Biochemical Sciences,03765067,3.005,3.078,2.744,2.984,3.129,3.49,3.324
Trends in Biotechnology,01677799,3.163,3.112,3.412,3.341,3.177,2.697,2.63
Trends in Cell Biology,09628924,2.876,2.666,2.711,2.521,2.701,3.44,3.499
Trends in Cognitive Sciences,13646613,5.464,6.18,6.531,6.364,5.257,4.918,4.881
Trends in Ecology and Evolution,01695347,5.632,5.154,5.051,5.364,4.747,4.594,4.263
Trends in Endocrinology and Metabolism,10432760,2.394,2.235,2.261,2.473,2.29,2.424,2.26
Trends in Food Science and Technology,09242244,2.467,2.66,2.718,2.645,2.814,2.472,2.966
Trends in Genetics,01689525,2.488,2.315,2.224,2.305,2.192,NA,NA
Trends in Immunology,14714906,2.59,2.455,2.62,2.568,2.824,2.717,2.721
Trends in Microbiology,0966842X,2.248,2.357,2.394,2.273,2.379,2.718,2.524
Trends in Molecular Medicine,14714914,2.374,2.538,2.314,2.522,2.335,2.49,2.395
Trends in Neurosciences,03785912,3.641,3.423,3.509,3.292,2.717,3.007,2.825
Trends in Parasitology,14714922,NA,NA,NA,2.147,NA,NA,2.132
Trends in Pharmacological Sciences,01656147,2.684,2.631,2.786,3.101,3.09,2.946,2.835
Trends in Plant Science,13601385,3.694,4.308,3.814,3.251,2.889,3.145,3.28
Tribologia: Finnish Journal of Tribology,07802285,NA,NA,NA,NA,NA,2.184,NA
